Flow_ID,Source_IP,Source_Port,Destination_IP,Destination_Port,Protocol,Timestamp,Flow_Duration,Total_Fwd_Packets,Total_Backward_Packets,Total_Length_of_Fwd_Packets,Total_Length_of_Bwd_Packets,ProtocolName
192.168.10.130-10.200.7.6-53883-3128-6,192.168.10.130,53883,10.200.7.6,3128,6,26/04/201711:11:27,772058,9,39,736,31310,HTTP_CONNECT
192.168.10.130-10.200.7.6-53892-3128-6,10.200.7.6,3128,192.168.10.130,53892,6,26/04/201711:11:28,328,2,0,12,0,HTTP
10.200.7.196-107.178.253.132-46465-443-6,10.200.7.196,46465,107.178.253.132,443,6,26/04/201711:11:27,766546,11,7,472,6217,SSL
10.200.7.217-68.67.178.197-54613-80-6,68.67.178.197,80,10.200.7.217,54613,6,26/04/201711:11:17,10251409,16,9,11706,2896,HTTP
10.200.7.217-68.67.178.197-54613-80-6,68.67.178.197,80,10.200.7.217,54613,6,26/04/201711:11:28,499,1,1,0,0,HTTP
192.168.190.57-10.200.7.9-1563-3128-6,10.200.7.9,3128,192.168.190.57,1563,6,26/04/201711:11:26,2005867,38,0,13736,0,HTTP
10.200.7.199-52.50.122.110-35452-443-6,10.200.7.199,35452,52.50.122.110,443,6,26/04/201711:11:26,1480938,10,6,755,2763,SSL
192.168.190.57-10.200.7.9-1563-3128-6,10.200.7.9,3128,192.168.190.57,1563,6,26/04/201711:11:28,1,2,0,12,0,HTTP
192.168.32.49-10.200.7.9-54542-3128-6,192.168.32.49,54542,10.200.7.9,3128,6,26/04/201711:11:25,3010601,9,44,1332,14170,GOOGLE
172.217.29.65-10.200.7.199-443-45497-6,10.200.7.199,45497,172.217.29.65,443,6,26/04/201711:11:25,3009816,8,6,1068,2797,GOOGLE
192.168.32.49-10.200.7.9-54542-3128-6,10.200.7.9,3128,192.168.32.49,54542,6,26/04/201711:11:28,39,2,0,12,0,HTTP
192.168.32.49-10.200.7.9-54542-3128-6,10.200.7.9,3128,192.168.32.49,54542,6,26/04/201711:11:28,87,2,0,12,0,HTTP
192.168.10.130-10.200.7.6-53894-3128-6,192.168.10.130,53894,10.200.7.6,3128,6,26/04/201711:11:28,18460,4,15,627,2310,HTTP_PROXY
192.168.10.130-10.200.7.6-53894-3128-6,10.200.7.6,3128,192.168.10.130,53894,6,26/04/201711:11:28,33,2,0,12,0,HTTP
192.168.10.130-10.200.7.6-53894-3128-6,10.200.7.6,3128,192.168.10.130,53894,6,26/04/201711:11:28,172,2,0,12,0,HTTP
192.168.10.130-10.200.7.6-53884-3128-6,192.168.10.130,53884,10.200.7.6,3128,6,26/04/201711:11:27,792321,8,33,712,21043,HTTP_CONNECT
10.200.7.196-107.178.247.57-52091-443-6,10.200.7.196,52091,107.178.247.57,443,6,26/04/201711:11:27,787427,10,7,466,4242,SSL
192.168.10.91-10.200.7.4-61469-3128-6,192.168.10.91,61469,10.200.7.4,3128,6,26/04/201711:11:21,6245945,6,17,249,26020,SKYPE
192.168.10.130-10.200.7.6-53891-3128-6,192.168.10.130,53891,10.200.7.6,3128,6,26/04/201711:11:27,276749,3,12,616,464,HTTP_PROXY
192.168.10.130-10.200.7.6-53891-3128-6,10.200.7.6,3128,192.168.10.130,53891,6,26/04/201711:11:28,1,2,0,434,0,HTTP
179.1.4.237-10.200.7.199-80-39323-6,10.200.7.199,39323,179.1.4.237,80,6,26/04/201711:11:28,6385,3,3,168,0,GOOGLE
179.1.4.237-10.200.7.199-80-39323-6,10.200.7.199,39323,179.1.4.237,80,6,26/04/201711:11:28,1,2,0,0,0,GOOGLE
10.200.7.217-68.67.178.197-54628-80-6,10.200.7.217,54628,68.67.178.197,80,6,26/04/201711:11:17,10361999,11,13,5786,10442,HTTP
192.168.10.130-10.200.7.6-53896-3128-6,192.168.10.130,53896,10.200.7.6,3128,6,26/04/201711:11:28,48347,17,153,712,326187,HTTP_PROXY
192.168.10.130-10.200.7.6-53896-3128-6,10.200.7.6,3128,192.168.10.130,53896,6,26/04/201711:11:28,3,2,0,12,0,HTTP_PROXY
192.168.10.130-10.200.7.6-53896-3128-6,10.200.7.6,3128,192.168.10.130,53896,6,26/04/201711:11:28,157,2,0,12,0,HTTP_PROXY
192.168.10.130-10.200.7.6-53890-3128-6,192.168.10.130,53890,10.200.7.6,3128,6,26/04/201711:11:27,329061,2,11,6,458,HTTP
192.168.10.130-10.200.7.6-53890-3128-6,10.200.7.6,3128,192.168.10.130,53890,6,26/04/201711:11:28,1,2,0,434,0,HTTP
192.168.10.130-10.200.7.6-53890-3128-6,10.200.7.6,3128,192.168.10.130,53890,6,26/04/201711:11:28,1,2,0,434,0,HTTP
179.1.4.237-10.200.7.199-80-39324-6,10.200.7.199,39324,179.1.4.237,80,6,26/04/201711:11:28,4594,3,3,168,0,GOOGLE
213.239.207.69-10.200.7.196-80-35903-6,10.200.7.196,35903,213.239.207.69,80,6,26/04/201711:11:27,644758,8,6,293,4159,CONTENT_FLASH
192.168.180.37-10.200.7.9-2044-3128-6,192.168.180.37,2044,10.200.7.9,3128,6,26/04/201711:11:27,804926,13,67,766,50702,HTTP_CONNECT
192.168.180.37-10.200.7.9-2044-3128-6,10.200.7.9,3128,192.168.180.37,2044,6,26/04/201711:11:28,131,4,0,0,0,HTTP
207.244.80.182-10.200.7.199-443-46801-6,10.200.7.199,46801,207.244.80.182,443,6,26/04/201711:11:27,438138,19,9,2088,12015,SSL
192.168.180.37-10.200.7.9-2044-3128-6,10.200.7.9,3128,192.168.180.37,2044,6,26/04/201711:11:28,17,2,0,0,0,HTTP
192.168.180.37-10.200.7.9-2044-3128-6,10.200.7.9,3128,192.168.180.37,2044,6,26/04/201711:11:28,13,2,0,0,0,HTTP
192.168.10.47-10.200.7.6-51871-3128-6,192.168.10.47,51871,10.200.7.6,3128,6,26/04/201711:11:28,7313,3,18,232,10920,HTTP_CONNECT
192.168.10.130-10.200.7.6-53897-3128-6,192.168.10.130,53897,10.200.7.6,3128,6,26/04/201711:11:28,138524,3,12,613,464,HTTP_PROXY
10.200.7.217-104.91.140.19-56540-443-6,10.200.7.217,56540,104.91.140.19,443,6,26/04/201711:11:24,4104585,8,2,246,92,SSL
10.200.7.217-104.91.140.19-56540-443-6,10.200.7.217,56540,104.91.140.19,443,6,26/04/201711:11:28,10394,3,5,12,62,SSL
172.19.1.64-10.200.7.8-49867-3128-6,172.19.1.64,49867,10.200.7.8,3128,6,26/04/201711:11:27,446751,129,384,1236,720316,HTTP_PROXY
192.168.32.49-10.200.7.9-54545-3128-6,192.168.32.49,54545,10.200.7.9,3128,6,26/04/201711:11:25,3029517,10,45,563,12724,GOOGLE
172.217.29.45-10.200.7.199-443-54720-6,10.200.7.199,54720,172.217.29.45,443,6,26/04/201711:11:25,3028294,10,6,1736,3968,GOOGLE
192.168.32.49-10.200.7.9-54545-3128-6,10.200.7.9,3128,192.168.32.49,54545,6,26/04/201711:11:28,26,2,0,12,0,HTTP
192.168.32.49-10.200.7.9-54545-3128-6,10.200.7.9,3128,192.168.32.49,54545,6,26/04/201711:11:28,208,2,0,12,0,HTTP
192.168.190.57-10.200.7.9-1568-3128-6,10.200.7.9,3128,192.168.190.57,1568,6,26/04/201711:11:27,1014977,36,0,38666,0,HTTP_PROXY
192.168.190.57-10.200.7.9-1568-3128-6,10.200.7.9,3128,192.168.190.57,1568,6,26/04/201711:11:28,1,2,0,12,0,HTTP_PROXY
192.168.10.130-10.200.7.6-53893-3128-6,192.168.10.130,53893,10.200.7.6,3128,6,26/04/201711:11:28,277098,3,12,610,464,HTTP_PROXY
192.168.220.177-10.200.7.6-63624-3128-6,10.200.7.6,3128,192.168.220.177,63624,6,26/04/201711:11:27,1218578,1,2,6,12,HTTP
192.168.10.130-10.200.7.6-53895-3128-6,192.168.10.130,53895,10.200.7.6,3128,6,26/04/201711:11:28,273603,3,14,609,1320,HTTP_PROXY
192.168.10.130-10.200.7.6-53895-3128-6,10.200.7.6,3128,192.168.10.130,53895,6,26/04/201711:11:28,1,2,0,434,0,HTTP
192.168.10.130-10.200.7.6-53895-3128-6,10.200.7.6,3128,192.168.10.130,53895,6,26/04/201711:11:28,1,2,0,434,0,HTTP
192.168.10.130-10.200.7.6-53900-3128-6,192.168.10.130,53900,10.200.7.6,3128,6,26/04/201711:11:28,143618,3,14,852,1320,HTTP_PROXY
192.168.10.130-10.200.7.6-53900-3128-6,10.200.7.6,3128,192.168.10.130,53900,6,26/04/201711:11:28,13,2,0,12,0,HTTP
192.168.10.130-10.200.7.6-53900-3128-6,10.200.7.6,3128,192.168.10.130,53900,6,26/04/201711:11:28,1,2,0,434,0,HTTP
192.168.10.130-10.200.7.6-53901-3128-6,192.168.10.130,53901,10.200.7.6,3128,6,26/04/201711:11:28,137275,3,12,851,464,HTTP_PROXY
192.168.10.130-10.200.7.6-53901-3128-6,10.200.7.6,3128,192.168.10.130,53901,6,26/04/201711:11:28,13,3,0,862,0,HTTP
192.168.10.130-10.200.7.6-53901-3128-6,10.200.7.6,3128,192.168.10.130,53901,6,26/04/201711:11:28,239,3,0,440,0,HTTP
192.168.10.130-10.200.7.6-53901-3128-6,10.200.7.6,3128,192.168.10.130,53901,6,26/04/201711:11:28,1,2,0,434,0,HTTP
192.168.32.62-10.200.7.4-58348-3128-6,192.168.32.62,58348,10.200.7.4,3128,6,26/04/201711:11:17,10698631,206,1195,8552,1575170,HTTP_PROXY
192.168.32.62-10.200.7.4-58349-3128-6,192.168.32.62,58349,10.200.7.4,3128,6,26/04/201711:11:20,7660433,16,95,1408,5295,GOOGLE
192.168.32.62-10.200.7.4-58348-3128-6,10.200.7.4,3128,192.168.32.62,58348,6,26/04/201711:11:28,1,2,0,12,0,HTTP_PROXY
179.1.4.210-10.200.7.194-443-45009-6,10.200.7.194,45009,179.1.4.210,443,6,26/04/201711:11:17,10698605,226,283,7820,380058,SSL
192.168.32.62-10.200.7.4-58360-3128-6,192.168.32.62,58360,10.200.7.4,3128,6,26/04/201711:11:24,4303091,24,135,1654,126073,GOOGLE
192.168.32.62-10.200.7.4-58348-3128-6,10.200.7.4,3128,192.168.32.62,58348,6,26/04/201711:11:28,69,2,0,12,0,HTTP_PROXY
192.168.32.62-10.200.7.4-58349-3128-6,10.200.7.4,3128,192.168.32.62,58349,6,26/04/201711:11:28,1,2,0,12,0,HTTP
179.1.4.237-10.200.7.194-443-39334-6,10.200.7.194,39334,179.1.4.237,443,6,26/04/201711:11:20,7654021,17,12,2259,1144,GOOGLE
192.168.32.62-10.200.7.4-58349-3128-6,10.200.7.4,3128,192.168.32.62,58349,6,26/04/201711:11:28,107,2,0,12,0,HTTP
192.168.32.62-10.200.7.4-58360-3128-6,10.200.7.4,3128,192.168.32.62,58360,6,26/04/201711:11:28,1,2,0,12,0,HTTP
192.168.32.62-10.200.7.4-58190-3128-6,192.168.32.62,58190,10.200.7.4,3128,6,26/04/201711:11:24,4347383,6,35,241,7090,HTTP_PROXY
179.1.4.230-10.200.7.194-443-38886-6,10.200.7.194,38886,179.1.4.230,443,6,26/04/201711:11:24,4301869,26,24,1349,34568,GOOGLE
192.168.32.62-10.200.7.4-58360-3128-6,10.200.7.4,3128,192.168.32.62,58360,6,26/04/201711:11:28,138,2,0,12,0,HTTP
192.168.32.62-10.200.7.4-58281-3128-6,192.168.32.62,58281,10.200.7.4,3128,6,26/04/201711:11:27,666151,6,30,306,1885,HTTP_PROXY
192.168.32.62-10.200.7.4-58290-3128-6,192.168.32.62,58290,10.200.7.4,3128,6,26/04/201711:11:17,10519003,6,28,719,873,HTTP_PROXY
172.217.29.33-10.200.7.194-443-50889-6,172.217.29.33,443,10.200.7.194,50889,6,26/04/201711:11:24,4217753,7,7,1692,46,GOOGLE
179.1.4.216-10.200.7.194-443-36556-6,10.200.7.194,36556,179.1.4.216,443,6,26/04/201711:11:24,4349205,15,14,1088,939,SSL
172.217.29.66-10.200.7.194-443-58246-6,10.200.7.194,58246,172.217.29.66,443,6,26/04/201711:11:27,667568,7,6,288,359,GOOGLE
179.1.4.237-10.200.7.194-443-58704-6,10.200.7.194,58704,179.1.4.237,443,6,26/04/201711:11:17,10520249,6,5,707,161,SSL
192.168.10.130-10.200.7.6-53902-3128-6,192.168.10.130,53902,10.200.7.6,3128,6,26/04/201711:11:28,138142,3,12,855,464,HTTP_PROXY
192.168.10.130-10.200.7.6-53902-3128-6,10.200.7.6,3128,192.168.10.130,53902,6,26/04/201711:11:28,34,3,0,862,0,HTTP
192.168.10.130-10.200.7.6-53902-3128-6,10.200.7.6,3128,192.168.10.130,53902,6,26/04/201711:11:28,109,3,0,440,0,HTTP
172.217.29.42-10.200.7.199-443-57889-6,10.200.7.199,57889,172.217.29.42,443,6,26/04/201711:11:24,3545874,11,8,469,4212,GOOGLE
192.168.190.57-10.200.7.9-1549-3128-6,10.200.7.9,3128,192.168.190.57,1549,6,26/04/201711:11:24,3551134,32,0,16690,0,HTTP
172.217.29.42-10.200.7.199-443-39015-6,10.200.7.199,39015,172.217.29.42,443,6,26/04/201711:11:24,3548102,9,7,469,4212,GOOGLE
192.168.190.57-10.200.7.9-1549-3128-6,10.200.7.9,3128,192.168.190.57,1549,6,26/04/201711:11:28,1,2,0,12,0,HTTP
192.168.32.49-10.200.7.9-54543-3128-6,192.168.32.49,54543,10.200.7.9,3128,6,26/04/201711:11:25,3420248,49,181,7641,256108,GOOGLE
179.1.4.224-10.200.7.199-443-45138-6,10.200.7.199,45138,179.1.4.224,443,6,26/04/201711:11:25,3419145,54,53,6777,68331,SSL
192.168.32.49-10.200.7.9-54543-3128-6,10.200.7.9,3128,192.168.32.49,54543,6,26/04/201711:11:28,1,2,0,12,0,HTTP
192.168.32.62-10.200.7.4-58363-3128-6,192.168.32.62,58363,10.200.7.4,3128,6,26/04/201711:11:26,1892438,4,10,348,30,HTTP_PROXY
192.168.32.49-10.200.7.9-54543-3128-6,10.200.7.9,3128,192.168.32.49,54543,6,26/04/201711:11:28,195,2,0,12,0,HTTP
192.168.180.37-10.200.7.9-2046-3128-6,10.200.7.9,3128,192.168.180.37,2046,6,26/04/201711:11:28,401797,72,13,67075,2214,HTTP
192.168.180.37-10.200.7.9-2046-3128-6,10.200.7.9,3128,192.168.180.37,2046,6,26/04/201711:11:28,303,3,0,0,0,HTTP
207.244.80.182-10.200.7.199-443-46812-6,10.200.7.199,46812,207.244.80.182,443,6,26/04/201711:11:28,397186,19,8,2088,13388,SSL
192.168.180.37-10.200.7.9-2046-3128-6,10.200.7.9,3128,192.168.180.37,2046,6,26/04/201711:11:28,14,2,0,0,0,HTTP
192.168.32.49-10.200.7.9-54535-3128-6,192.168.32.49,54535,10.200.7.9,3128,6,26/04/201711:11:24,3777520,23,60,3303,46350,GOOGLE
179.1.4.244-10.200.7.199-443-45449-6,10.200.7.199,45449,179.1.4.244,443,6,26/04/201711:11:24,3776474,23,13,2221,8791,GOOGLE
192.168.32.49-10.200.7.9-54535-3128-6,10.200.7.9,3128,192.168.32.49,54535,6,26/04/201711:11:28,1,2,0,12,0,HTTP
192.168.180.37-10.200.7.9-2046-3128-6,10.200.7.9,3128,192.168.180.37,2046,6,26/04/201711:11:28,1,3,0,0,0,HTTP
192.168.32.49-10.200.7.9-54535-3128-6,10.200.7.9,3128,192.168.32.49,54535,6,26/04/201711:11:28,25,2,0,12,0,HTTP
192.168.60.15-10.200.7.4-49609-3128-6,192.168.60.15,49609,10.200.7.4,3128,6,26/04/201711:11:28,400107,5,4,246,382,HTTP_PROXY
192.168.131.26-10.200.7.4-49241-3128-6,192.168.131.26,49241,10.200.7.4,3128,6,26/04/201711:11:28,150794,4,15,1062,1925,HTTP_PROXY
192.168.131.26-10.200.7.4-49235-3128-6,192.168.131.26,49235,10.200.7.4,3128,6,26/04/201711:11:27,935671,20,129,4426,90579,HTTP_PROXY
192.168.131.26-10.200.7.4-49241-3128-6,10.200.7.4,3128,192.168.131.26,49241,6,26/04/201711:11:28,20,2,0,12,0,HTTP
192.168.131.26-10.200.7.4-49241-3128-6,10.200.7.4,3128,192.168.131.26,49241,6,26/04/201711:11:28,152,2,0,12,0,HTTP
192.168.131.26-10.200.7.4-49235-3128-6,10.200.7.4,3128,192.168.131.26,49235,6,26/04/201711:11:28,17,2,0,12,0,HTTP
192.168.131.26-10.200.7.4-49235-3128-6,10.200.7.4,3128,192.168.131.26,49235,6,26/04/201711:11:28,229,2,0,12,0,HTTP
192.168.10.17-10.200.7.7-53335-3128-6,192.168.10.17,53335,10.200.7.7,3128,6,26/04/201711:11:27,1512136,13,30,1486,18628,GOOGLE
172.217.29.65-10.200.7.217-443-53632-6,10.200.7.217,53632,172.217.29.65,443,6,26/04/201711:11:27,1443717,20,15,700,9200,GOOGLE
192.168.220.177-10.200.7.6-63605-3128-6,192.168.220.177,63605,10.200.7.6,3128,6,26/04/201711:11:21,7003133,12,66,3559,26807,HTTP_PROXY
192.168.220.177-10.200.7.6-63605-3128-6,192.168.220.177,63605,10.200.7.6,3128,6,26/04/201711:11:28,46,1,1,6,6,HTTP_PROXY
192.168.10.47-10.200.7.6-51872-3128-6,192.168.10.47,51872,10.200.7.6,3128,6,26/04/201711:11:28,6364,3,12,232,3664,HTTP_CONNECT
192.168.10.47-10.200.7.6-51872-3128-6,10.200.7.6,3128,192.168.10.47,51872,6,26/04/201711:11:28,3,4,0,6554,0,HTTP
192.168.10.47-10.200.7.6-51872-3128-6,10.200.7.6,3128,192.168.10.47,51872,6,26/04/201711:11:28,1,2,0,714,0,HTTP
192.168.10.47-10.200.7.6-51872-3128-6,10.200.7.6,3128,192.168.10.47,51872,6,26/04/201711:11:28,55,4,0,5094,0,HTTP
192.168.32.3-10.200.7.8-50686-3128-6,192.168.32.3,50686,10.200.7.8,3128,6,26/04/201711:11:28,193873,6,10,1502,815,HTTP_PROXY
192.168.32.3-10.200.7.8-50686-3128-6,10.200.7.8,3128,192.168.32.3,50686,6,26/04/201711:11:28,1,2,0,815,0,HTTP
192.168.32.3-10.200.7.8-50686-3128-6,10.200.7.8,3128,192.168.32.3,50686,6,26/04/201711:11:28,1,2,0,815,0,HTTP
192.168.32.3-10.200.7.8-50686-3128-6,10.200.7.8,3128,192.168.32.3,50686,6,26/04/201711:11:28,1,2,0,815,0,HTTP
172.19.1.58-10.200.7.8-50391-3128-6,172.19.1.58,50391,10.200.7.8,3128,6,26/04/201711:11:26,2669535,131,398,378,701201,HTTP_PROXY
192.168.10.17-10.200.7.7-53334-3128-6,192.168.10.17,53334,10.200.7.7,3128,6,26/04/201711:11:27,1585137,66,165,4026,211750,GOOGLE
192.168.10.17-10.200.7.7-53330-3128-6,192.168.10.17,53330,10.200.7.7,3128,6,26/04/201711:11:22,6415306,107,211,7282,287648,GOOGLE
192.168.10.17-10.200.7.7-53333-3128-6,192.168.10.17,53333,10.200.7.7,3128,6,26/04/201711:11:26,2285965,17,49,4088,9228,GMAIL
192.168.10.17-10.200.7.7-53332-3128-6,192.168.10.17,53332,10.200.7.7,3128,6,26/04/201711:11:24,4116218,29,62,5058,9468,GOOGLE
172.217.29.65-10.200.7.217-443-59250-6,10.200.7.217,59250,172.217.29.65,443,6,26/04/201711:11:27,1542661,71,86,1205,100872,GOOGLE
179.1.4.231-10.200.7.217-443-50259-6,10.200.7.217,50259,179.1.4.231,443,6,26/04/201711:11:22,6250147,97,130,4564,152440,GOOGLE
172.217.29.69-10.200.7.217-443-37062-6,10.200.7.217,37062,172.217.29.69,443,6,26/04/201711:11:26,2276338,30,28,3354,10061,GMAIL
172.217.29.45-10.200.7.217-443-49917-6,10.200.7.217,49917,172.217.29.45,443,6,26/04/201711:11:24,4100510,26,25,2768,4610,GOOGLE
192.168.10.17-10.200.7.7-53334-3128-6,192.168.10.17,53334,10.200.7.7,3128,6,26/04/201711:11:28,1309,1,1,6,6,GOOGLE
192.168.10.17-10.200.7.7-53330-3128-6,192.168.10.17,53330,10.200.7.7,3128,6,26/04/201711:11:28,1309,1,1,6,6,GOOGLE
192.168.10.17-10.200.7.7-53333-3128-6,192.168.10.17,53333,10.200.7.7,3128,6,26/04/201711:11:28,1147,1,1,6,6,GMAIL
192.168.10.17-10.200.7.7-53332-3128-6,192.168.10.17,53332,10.200.7.7,3128,6,26/04/201711:11:28,773,1,1,6,6,GOOGLE
192.168.10.17-10.200.7.7-53333-3128-6,10.200.7.7,3128,192.168.10.17,53333,6,26/04/201711:11:28,85,2,0,12,0,HTTP
192.168.10.17-10.200.7.7-53332-3128-6,10.200.7.7,3128,192.168.10.17,53332,6,26/04/201711:11:28,85,2,0,12,0,HTTP
192.168.10.17-10.200.7.7-53330-3128-6,10.200.7.7,3128,192.168.10.17,53330,6,26/04/201711:11:28,87,2,0,12,0,HTTP
192.168.10.17-10.200.7.7-53334-3128-6,10.200.7.7,3128,192.168.10.17,53334,6,26/04/201711:11:28,322,2,0,12,0,HTTP
179.1.4.251-10.200.7.194-443-43965-6,10.200.7.194,43965,179.1.4.251,443,6,26/04/201711:11:22,6128660,30,32,8079,2813,GOOGLE
192.168.171.15-10.200.7.4-54516-3128-6,10.200.7.4,3128,192.168.171.15,54516,6,26/04/201711:11:22,6130151,126,0,15422,0,HTTP
192.168.171.15-10.200.7.4-54516-3128-6,10.200.7.4,3128,192.168.171.15,54516,6,26/04/201711:11:28,14,2,0,12,0,HTTP
179.1.4.231-10.200.7.217-443-50259-6,10.200.7.217,50259,179.1.4.231,443,6,26/04/201711:11:28,9892,1,1,0,0,GOOGLE
192.168.32.3-10.200.7.8-50682-3128-6,192.168.32.3,50682,10.200.7.8,3128,6,26/04/201711:11:28,238700,9,25,8084,7622,HTTP_PROXY
192.168.32.3-10.200.7.8-50682-3128-6,10.200.7.8,3128,192.168.32.3,50682,6,26/04/201711:11:28,155,3,0,3127,0,HTTP
192.168.32.3-10.200.7.8-50682-3128-6,10.200.7.8,3128,192.168.32.3,50682,6,26/04/201711:11:28,15,3,0,3127,0,HTTP
192.168.32.3-10.200.7.8-50682-3128-6,192.168.32.3,50682,10.200.7.8,3128,6,26/04/201711:11:28,854,7,0,0,0,HTTP_PROXY
192.168.42.101-10.200.7.9-60067-3128-6,192.168.42.101,60067,10.200.7.9,3128,6,26/04/201711:11:26,1796200,14,47,2500,3740,GOOGLE
179.1.4.210-10.200.7.199-443-33906-6,10.200.7.199,33906,179.1.4.210,443,6,26/04/201711:11:26,1794399,15,12,2262,749,GOOGLE
192.168.42.101-10.200.7.9-60068-3128-6,192.168.42.101,60068,10.200.7.9,3128,6,26/04/201711:11:27,1648270,14,60,3068,8775,GOOGLE
192.168.42.101-10.200.7.9-60067-3128-6,10.200.7.9,3128,192.168.42.101,60067,6,26/04/201711:11:28,133,2,0,12,0,HTTP
179.1.4.210-10.200.7.199-443-33908-6,10.200.7.199,33908,179.1.4.210,443,6,26/04/201711:11:27,1646639,12,13,2271,1686,GOOGLE
192.168.42.101-10.200.7.9-60068-3128-6,10.200.7.9,3128,192.168.42.101,60068,6,26/04/201711:11:28,40,2,0,12,0,HTTP
172.217.29.65-10.200.7.217-443-53632-6,10.200.7.217,53632,172.217.29.65,443,6,26/04/201711:11:28,154727,1,1,0,0,GOOGLE
192.168.32.49-10.200.7.9-54552-3128-6,192.168.32.49,54552,10.200.7.9,3128,6,26/04/201711:11:27,1122402,12,37,1505,17388,GOOGLE
179.1.4.244-10.200.7.199-443-45501-6,10.200.7.199,45501,179.1.4.244,443,6,26/04/201711:11:27,1121573,12,7,1249,3868,GOOGLE
192.168.32.49-10.200.7.9-54552-3128-6,10.200.7.9,3128,192.168.32.49,54552,6,26/04/201711:11:28,25,2,0,12,0,HTTP
192.168.32.49-10.200.7.9-54552-3128-6,10.200.7.9,3128,192.168.32.49,54552,6,26/04/201711:11:28,113,2,0,12,0,HTTP
192.168.32.49-10.200.7.9-54551-3128-6,192.168.32.49,54551,10.200.7.9,3128,6,26/04/201711:11:27,1231655,14,48,2567,27383,GOOGLE
179.1.4.210-10.200.7.199-443-33913-6,10.200.7.199,33913,179.1.4.210,443,6,26/04/201711:11:27,1230532,14,10,2301,5489,GOOGLE
192.168.32.49-10.200.7.9-54551-3128-6,10.200.7.9,3128,192.168.32.49,54551,6,26/04/201711:11:28,1,2,0,12,0,HTTP
192.168.32.49-10.200.7.9-54551-3128-6,10.200.7.9,3128,192.168.32.49,54551,6,26/04/201711:11:28,64,2,0,12,0,HTTP
213.239.207.69-10.200.7.196-80-35910-6,10.200.7.196,35910,213.239.207.69,80,6,26/04/201711:11:28,663113,8,6,297,3701,CONTENT_FLASH
192.168.131.26-10.200.7.4-49242-3128-6,192.168.131.26,49242,10.200.7.4,3128,6,26/04/201711:11:28,348303,4,15,1015,2795,HTTP_PROXY
192.168.131.26-10.200.7.4-49242-3128-6,10.200.7.4,3128,192.168.131.26,49242,6,26/04/201711:11:28,1,2,0,12,0,HTTP
192.168.131.26-10.200.7.4-49242-3128-6,10.200.7.4,3128,192.168.131.26,49242,6,26/04/201711:11:28,237,2,0,12,0,HTTP
192.168.220.177-10.200.7.6-63610-3128-6,192.168.220.177,63610,10.200.7.6,3128,6,26/04/201711:11:22,6727356,7,31,1783,4971,HTTP_PROXY
192.168.32.3-10.200.7.8-50687-3128-6,192.168.32.3,50687,10.200.7.8,3128,6,26/04/201711:11:28,118867,8,14,4120,691,HTTP_PROXY
172.217.29.65-10.200.7.217-443-59250-6,10.200.7.217,59250,172.217.29.65,443,6,26/04/201711:11:28,151251,1,1,0,0,GOOGLE
172.217.29.45-10.200.7.217-443-49917-6,10.200.7.217,49917,172.217.29.45,443,6,26/04/201711:11:28,152189,1,1,0,0,GOOGLE
10.200.7.194-50.31.185.43-39343-80-6,10.200.7.194,39343,50.31.185.43,80,6,26/04/201711:11:28,252365,2,3,0,308,HTTP
10.200.7.194-50.31.185.42-33348-80-6,10.200.7.194,33348,50.31.185.42,80,6,26/04/201711:11:28,263964,3,4,921,337,HTTP
10.200.7.194-50.31.185.42-33348-80-6,10.200.7.194,33348,50.31.185.42,80,6,26/04/201711:11:28,636,2,0,0,0,HTTP
192.168.32.49-10.200.7.9-54539-3128-6,192.168.32.49,54539,10.200.7.9,3128,6,26/04/201711:11:24,4092466,177,806,8669,1285592,GMAIL
216.58.222.101-10.200.7.199-443-35445-6,10.200.7.199,35445,216.58.222.101,443,6,26/04/201711:11:24,4091632,195,210,6171,333706,GMAIL
192.168.32.49-10.200.7.9-54539-3128-6,10.200.7.9,3128,192.168.32.49,54539,6,26/04/201711:11:28,16,2,0,12,0,HTTP_PROXY
192.168.32.49-10.200.7.9-54539-3128-6,10.200.7.9,3128,192.168.32.49,54539,6,26/04/201711:11:28,94,2,0,12,0,HTTP_PROXY
192.168.32.49-10.200.7.9-54554-3128-6,192.168.32.49,54554,10.200.7.9,3128,6,26/04/201711:11:28,918585,38,123,5853,181512,GOOGLE
179.1.4.230-10.200.7.199-443-42863-6,10.200.7.199,42863,179.1.4.230,443,6,26/04/201711:11:28,917081,31,30,4003,46166,GOOGLE
192.168.32.49-10.200.7.9-54554-3128-6,10.200.7.9,3128,192.168.32.49,54554,6,26/04/201711:11:28,1,2,0,12,0,HTTP
192.168.32.49-10.200.7.9-54554-3128-6,10.200.7.9,3128,192.168.32.49,54554,6,26/04/201711:11:28,190,2,0,12,0,HTTP
192.168.72.108-10.200.7.5-50265-3128-6,192.168.72.108,50265,10.200.7.5,3128,6,26/04/201711:11:25,3933244,13,17,1335,895,GOOGLE
179.1.4.251-10.200.7.195-443-49282-6,10.200.7.195,49282,179.1.4.251,443,6,26/04/201711:11:25,3932240,13,10,1962,796,SSL
192.168.32.49-10.200.7.9-54550-3128-6,192.168.32.49,54550,10.200.7.9,3128,6,26/04/201711:11:26,2409870,109,470,6642,779250,GOOGLE
